city1,city2,actual_fare,predicted_fare,pct_diff,suggested_alternatives
"Minneapolis/St. Paul, MN","Philadelphia, PA",317.21,272.2241336107254,0.16525304275043956,"Punta Gorda, FL;Punta Gorda, FL;Myrtle Beach, SC"
"Minneapolis/St. Paul, MN","St. Louis, MO",224.87,189.23969841003418,0.18828132727607738,"Punta Gorda, FL;Punta Gorda, FL;Myrtle Beach, SC"
"Minneapolis/St. Paul, MN","Salt Lake City, UT",337.48,269.4426794052124,0.2525112975604986,"Punta Gorda, FL;Punta Gorda, FL;Myrtle Beach, SC"
"Minneapolis/St. Paul, MN","Pittsburgh, PA",298.23,247.61867809295654,0.2043921819501996,"Punta Gorda, FL;Punta Gorda, FL;Myrtle Beach, SC"
"Minneapolis/St. Paul, MN","Myrtle Beach, SC",162.89,131.01798873394728,0.24326439120336263,"Punta Gorda, FL;Punta Gorda, FL;Orlando, FL"
"Minneapolis/St. Paul, MN","Nashville, TN",251.98,214.15958508849144,0.1765992164015495,"Punta Gorda, FL;Punta Gorda, FL;Myrtle Beach, SC"
"Minneapolis/St. Paul, MN","Myrtle Beach, SC",172.67,149.89613614976406,0.1519309598980065,"Punta Gorda, FL;Punta Gorda, FL;Orlando, FL"
"New Haven, CT","Orlando, FL",127.38,106.17085978388786,0.19976423153475076,"West Palm Beach/Palm Beach, FL;Tampa, FL (Metropolitan Area);Tampa, FL (Metropolitan Area)"
"New Orleans, LA","Philadelphia, PA",340.78,289.86155873537064,0.17566469140226826,"Seattle, WA;Seattle, WA;Seattle, WA"
"New Orleans, LA","Raleigh/Durham, NC",208.11,174.44849382340908,0.19295956897550426,"Seattle, WA;Seattle, WA;Seattle, WA"
"New York City, NY (Metropolitan Area)","West Palm Beach/Palm Beach, FL",226.03,188.3840847015381,0.19983596468940218,"Seattle, WA;Sacramento, CA;Portland, OR"
"New York City, NY (Metropolitan Area)","Palm Springs, CA",416.82,355.25279228389263,0.17330534496378358,"Seattle, WA;Sacramento, CA;Portland, OR"
"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",236.62,200.13642239570618,0.18229354341189904,"Seattle, WA;Sacramento, CA;Portland, OR"
"New York City, NY (Metropolitan Area)","Palm Springs, CA",448.78,359.0505533963442,0.2499075569021791,"Seattle, WA;Sacramento, CA;Portland, OR"
"New York City, NY (Metropolitan Area)","Portland, ME",218.61,184.1630380153656,0.18704601290167866,"Seattle, WA;Sacramento, CA;Portland, OR"
"New York City, NY (Metropolitan Area)","Salt Lake City, UT",400.15,342.0968861281872,0.16969787281273208,"Seattle, WA;Sacramento, CA;Portland, OR"
"New York City, NY (Metropolitan Area)","Portland, ME",238.09,202.0300931930542,0.17848779969867154,"Seattle, WA;Sacramento, CA;Portland, OR"
"New York City, NY (Metropolitan Area)","West Palm Beach/Palm Beach, FL",240.87,202.340559348464,0.1904187710837643,"Seattle, WA;Sacramento, CA;Portland, OR"
"New York City, NY (Metropolitan Area)","Salt Lake City, UT",417.82,339.38276240229607,0.23111732912565056,"Seattle, WA;Sacramento, CA;Portland, OR"
"Omaha, NE","Seattle, WA",317.8,269.7984448671341,0.1779163521735825,"Tampa, FL (Metropolitan Area);Tampa, FL (Metropolitan Area);Tampa, FL (Metropolitan Area)"
"Orlando, FL","San Francisco, CA (Metropolitan Area)",367.23,305.7638138830662,0.20102505046735344,"Trenton, NJ;Trenton, NJ;Trenton, NJ"
"Orlando, FL","Rochester, NY",193.49,165.4524583518505,0.16945980692849533,"Trenton, NJ;Trenton, NJ;Trenton, NJ"
"Orlando, FL","Portland, ME",240.38,207.3838891685009,0.15910643282752557,"Trenton, NJ;Trenton, NJ;Trenton, NJ"
"Orlando, FL","San Francisco, CA (Metropolitan Area)",394.97,339.1857203245163,0.16446529536123178,"Trenton, NJ;Trenton, NJ;Trenton, NJ"
"Orlando, FL","Richmond, VA",159.04,124.09998014569283,0.28154734443380036,"Trenton, NJ;Trenton, NJ;Trenton, NJ"
"Peoria, IL","Punta Gorda, FL",129.55,102.71957077085972,0.2612007529606204,"Phoenix, AZ"
"Philadelphia, PA","Pittsburgh, PA",363.16,273.81931257247925,0.32627606354052374,"Seattle, WA;San Francisco, CA (Metropolitan Area);San Francisco, CA (Metropolitan Area)"
"Philadelphia, PA","Portland, OR",462.38,397.2007549703121,0.16409647820170822,"Seattle, WA;San Francisco, CA (Metropolitan Area);San Francisco, CA (Metropolitan Area)"
"Philadelphia, PA","West Palm Beach/Palm Beach, FL",273.61,230.0917483717203,0.18913434287080397,"Seattle, WA;San Francisco, CA (Metropolitan Area);San Francisco, CA (Metropolitan Area)"
"Phoenix, AZ","Portland, OR",242.43,207.0818638652563,0.17069643606136348,"Washington, DC (Metropolitan Area);Richmond, VA;Pittsburgh, PA"
"Pittsburgh, PA","Tampa, FL (Metropolitan Area)",193.22,162.13387650251389,0.19173120490340045,"Seattle, WA;Seattle, WA;Seattle, WA"
"Portland, OR","Washington, DC (Metropolitan Area)",435.21,363.06829476356506,0.19870009658489887,"Tampa, FL (Metropolitan Area);Tampa, FL (Metropolitan Area);Tampa, FL (Metropolitan Area)"
"Portland, OR","Salt Lake City, UT",244.61,205.06074517965317,0.19286604457473247,"Tampa, FL (Metropolitan Area);Tampa, FL (Metropolitan Area);Washington, DC (Metropolitan Area)"
"Reno, NV","San Diego, CA",229.23,197.6865689754486,0.15956284328283765,"Washington, DC (Metropolitan Area);Washington, DC (Metropolitan Area);Seattle, WA"
"Reno, NV","San Diego, CA",220.72,186.15777921676636,0.18566089974133504,"Washington, DC (Metropolitan Area);Washington, DC (Metropolitan Area);Seattle, WA"
"Richmond, VA","Tampa, FL (Metropolitan Area)",180.55,156.12153173983097,0.15647084670471917,"San Francisco, CA (Metropolitan Area);San Francisco, CA (Metropolitan Area);San Francisco, CA (Metropolitan Area)"
