city1,city2,median_pred,median_dist,n,pred_per_mile
"Jackson, WY","Los Angeles, CA (Metropolitan Area)",267.688080817461,785.0,1,0.3410039246082306
"Orlando, FL","Pensacola, FL",130.23650340735912,381.0,6,0.3418280929327011
"New Orleans, LA","Tampa, FL (Metropolitan Area)",166.94754600524902,488.0,14,0.3421056270599365
"Denver, CO","Kansas City, MO",182.50079613924026,533.0,14,0.34240299463272095
"Houston, TX","Kansas City, MO",228.2862459719181,666.0,14,0.34277214109897614
"Nashville, TN","Washington, DC (Metropolitan Area)",201.60304774343967,587.0,14,0.34344641864299774
"Aspen, CO","New York City, NY (Metropolitan Area)",602.1873578429222,1750.0,4,0.344107061624527
"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",221.47935509681702,643.0,14,0.34444689750671387
"Albuquerque, NM","Las Vegas, NV",167.48312777280807,486.0,14,0.34461548924446106
"Phoenix, AZ","Reno, NV",207.27382019162178,601.0,14,0.3448815643787384
"Boston, MA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",194.37894386053085,563.0,14,0.34525567293167114
"Colorado Springs, CO","Dallas/Fort Worth, TX",208.00709745287895,602.0,14,0.3455267399549484
"Atlanta, GA (Metropolitan Area)","Kansas City, MO",239.32791525125504,692.0,14,0.34584958851337433
"Denver, CO","Tulsa, OK",187.73624005913734,541.0,14,0.3470170795917511
"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",299.31517773866653,862.0,13,0.347233384847641
"Charlotte, NC","Kansas City, MO",281.60232651233673,808.0,14,0.3485177308320999
"Las Vegas, NV","Sacramento, CA",138.64165042340755,397.0,14,0.3492233008146286
"Charlotte, NC","New York City, NY (Metropolitan Area)",200.83724223077297,575.0,14,0.3492821604013443
"Albuquerque, NM","Austin, TX",217.13667266070843,619.0,14,0.3507862240076065
"Milwaukee, WI","Philadelphia, PA",242.1775460243225,690.0,3,0.3509819507598877
"Eagle, CO","Miami, FL (Metropolitan Area)",643.010566085577,1810.0,4,0.3552544564008713
"Charlotte, NC","Chicago, IL",212.81027252972126,599.0,14,0.3552759140729904
"Portland, OR","Salt Lake City, UT",224.68928083777428,630.0,14,0.35664965212345123
"Raleigh/Durham, NC","St. Louis, MO",237.90774051845074,667.0,14,0.35668326914310455
"Madison, WI","New York City, NY (Metropolitan Area)",292.2811517268419,819.0,14,0.3568756431341171
"Reno, NV","Seattle, WA",201.28649389743805,564.0,14,0.3568909466266632
"Dallas/Fort Worth, TX","Nashville, TN",225.3442102074623,631.0,14,0.35712236166000366
"El Paso, TX","San Diego, CA",227.58743512630463,636.0,1,0.3578418791294098
"Detroit, MI","New York City, NY (Metropolitan Area)",193.48601549863815,540.0,14,0.3583074361085892
"Atlanta, GA (Metropolitan Area)","Milwaukee, WI",240.56219691038132,669.0,14,0.3595847487449646
"Bozeman, MT","Seattle, WA",195.9536418914795,543.0,13,0.3608722686767578
"Huntsville, AL","Orlando, FL",193.16767051815987,535.0,3,0.36106106638908386
"Denver, CO","Omaha, NE",170.57668232917786,472.0,14,0.3613912761211395
"Eugene, OR","San Francisco, CA (Metropolitan Area)",170.28711082041264,471.0,14,0.36154375970363617
"Chicago, IL","Richmond, VA",232.14814496040344,642.0,14,0.36160147190093994
"Miami, FL (Metropolitan Area)","Pensacola, FL",191.88258111476898,530.0,13,0.3620426058769226
"Austin, TX","El Paso, TX",191.46559238433838,528.0,14,0.36262422800064087
"Boise, ID","San Francisco, CA (Metropolitan Area)",189.69019085168839,523.0,14,0.3626963496208191
"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",157.40934601426125,433.0,14,0.3635319769382477
"Denver, CO","Oklahoma City, OK",180.18629550933838,495.0,14,0.3640127182006836
"Dallas/Fort Worth, TX","El Paso, TX",205.15064838528633,562.0,14,0.365036740899086
"Birmingham, AL","Washington, DC (Metropolitan Area)",250.0729424059391,682.0,14,0.36667586863040924
"Philadelphia, PA","Savannah, GA",231.47376254200935,629.0,11,0.3680028021335602
"Knoxville, TN","Orlando, FL",196.5718972682953,532.0,1,0.36949604749679565
"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",153.26924389600754,414.0,14,0.3702155649662018
"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",154.07998895645142,416.0,2,0.3703845888376236
"Phoenix, AZ","Salt Lake City, UT",188.61677223443985,507.0,14,0.37202519178390503
"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",170.98112601041794,459.0,14,0.3725078998048321
"New Orleans, LA","St. Louis, MO",225.05184251070023,604.0,14,0.3726023882627487
"Denver, CO","Wichita, KS",156.7401820421219,420.0,1,0.37319090962409973
"Dallas/Fort Worth, TX","St. Louis, MO",205.3495779633522,550.0,14,0.37336286902427673
"Savannah, GA","Washington, DC (Metropolitan Area)",205.816016882658,549.0,14,0.37489256262779236
"Grand Rapids, MI","New York City, NY (Metropolitan Area)",246.1321210861206,656.0,14,0.37520140409469604
"Minneapolis/St. Paul, MN","Pittsburgh, PA",272.8831376731396,726.0,10,0.37587209045886993
"Charleston, SC","Tampa, FL (Metropolitan Area)",139.13428604602814,370.0,2,0.3760386109352112
"Albuquerque, NM","San Diego, CA",236.29670602083206,628.0,14,0.3762686401605606
"Aspen, CO","Los Angeles, CA (Metropolitan Area)",277.3232322782278,737.0,4,0.3762866109609604
"Greenville/Spartanburg, SC","Miami, FL (Metropolitan Area)",240.35396419465542,637.0,2,0.3773217648267746
"Austin, TX","New Orleans, LA",168.50132203102112,444.0,14,0.37950748205184937
"Charleston, SC","Miami, FL (Metropolitan Area)",185.98523743450642,489.0,14,0.3803379088640213
"Salt Lake City, UT","Tucson, AZ",229.54762798547745,601.0,1,0.3819428086280823
"Los Angeles, CA (Metropolitan Area)","Reno, NV",158.53082835674286,415.0,14,0.38200199604034424
"Dallas/Fort Worth, TX","Pensacola, FL",231.0074319243431,604.0,14,0.38246263563632965
"Chicago, IL","Syracuse, NY",232.22633868455887,607.0,9,0.3825804591178894
"Columbus, OH","New York City, NY (Metropolitan Area)",198.81270718574524,519.0,14,0.3830687999725342
"Dallas/Fort Worth, TX","Knoxville, TN",295.87217354774475,772.0,8,0.38325411081314087
"Asheville, NC","Chicago, IL",205.4665665626526,536.0,4,0.38333314657211304
"Portland, OR","Sacramento, CA",183.7091026455164,479.0,14,0.3835263103246689
"Chicago, IL","Greensboro/High Point, NC",226.67274160683155,589.0,6,0.3848433643579483
"Dallas/Fort Worth, TX","Omaha, NE",225.99325415492058,586.0,14,0.385654017329216
"Albuquerque, NM","Dallas/Fort Worth, TX",223.70354682207108,580.0,14,0.38569577038288116
"Birmingham, AL","Miami, FL (Metropolitan Area)",254.97759526968002,661.0,4,0.38574522733688354
"San Diego, CA","Santa Rosa, CA",197.39836466312408,508.0,1,0.38857945799827576
"Bozeman, MT","Denver, CO",203.825450360775,524.0,14,0.38897986710071564
"Charleston, SC","Detroit, MI",259.5230906903744,667.0,6,0.38909009099006653
"Boston, MA (Metropolitan Area)","Columbus, OH",249.22558784484863,640.0,14,0.389414981007576
"Palm Springs, CA","Sacramento, CA",171.9409074038267,439.0,8,0.39166493713855743
"Dallas/Fort Worth, TX","Valparaiso, FL",251.0832720398903,641.0,11,0.39170557260513306
"Boston, MA (Metropolitan Area)","Pittsburgh, PA",194.61756014823914,496.0,14,0.39237411320209503
"Columbia, SC","New York City, NY (Metropolitan Area)",250.6530241370201,638.0,9,0.392873078584671
"Boise, ID","Sacramento, CA",171.86277371644974,437.0,14,0.39327865839004517
"Boston, MA (Metropolitan Area)","Richmond, VA",191.66721406579018,487.0,14,0.39356717467308044
"Dallas/Fort Worth, TX","New Orleans, LA",176.32063932716846,447.0,14,0.39445333182811737
"Charlotte, NC","St. Louis, MO",228.01075764000416,575.0,14,0.39654044806957245
"Boise, ID","Seattle, WA",158.63244518637657,399.0,14,0.3975750505924225
"Madison, WI","Washington, DC (Metropolitan Area)",285.7288264632225,714.0,6,0.4001804292201996
"Jacksonville, FL","Nashville, TN",193.31672085821629,483.0,14,0.4002416580915451
"New York City, NY (Metropolitan Area)","Wilmington, NC",209.3386266231537,522.0,14,0.40103185176849365
"Cleveland, OH (Metropolitan Area)","St. Louis, MO",199.77103185653687,498.0,7,0.40114665031433105
"Birmingham, AL","Chicago, IL",234.4429670572281,584.0,14,0.4014434367418289
"Charlotte, NC","New Orleans, LA",261.445113748312,651.0,14,0.40160539746284485
"Boston, MA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",196.00042633712292,487.0,14,0.40246494114398956
"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",193.83034805953503,481.0,14,0.4029736965894699
"Birmingham, AL","Dallas/Fort Worth, TX",241.13422322273254,597.0,14,0.40390992164611816
"Charlotte, NC","Syracuse, NY",243.63423836231232,603.0,1,0.40403687953948975
"Birmingham, AL","Houston, TX",230.43125465512276,570.0,14,0.404265359044075
"Chicago, IL","Harrisburg, PA",240.32361620664597,594.0,4,0.40458521246910095
"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",186.8217122554779,461.0,10,0.40525317192077637
"Atlanta, GA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",221.43223762512207,545.0,14,0.4062976837158203
"Boston, MA (Metropolitan Area)","Washington, DC (Metropolitan Area)",169.86041727662086,418.0,14,0.40636463463306427
"Denver, CO","Sioux Falls, SD",196.28135177493095,483.0,2,0.4063796103000641
"Milwaukee, WI","Nashville, TN",193.07006523013115,475.0,14,0.40646329522132874
"El Paso, TX","San Antonio, TX",202.53474402427673,496.0,14,0.40833617746829987
"Houston, TX","Panama City, FL",234.08250558376312,572.0,4,0.4092351496219635
"Charlotte, NC","Hartford, CT",263.80656653642654,644.0,14,0.40963752567768097
"Reno, NV","San Diego, CA",200.85417234897614,488.0,14,0.4115864187479019
"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",186.53410555422306,453.0,14,0.41177506744861603
"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",166.3972269296646,404.0,14,0.41187432408332825
"Chicago, IL","Little Rock, AR",227.70539259910583,552.0,3,0.4125097692012787
"Nashville, TN","Richmond, VA",217.71537163853645,527.0,3,0.41312214732170105
"Charlotte, NC","Milwaukee, WI",269.02438174188137,651.0,8,0.41324789822101593
"Louisville, KY","Washington, DC (Metropolitan Area)",204.7717559337616,495.0,14,0.4136803150177002
"Charleston, SC","Washington, DC (Metropolitan Area)",196.20543611049652,472.0,14,0.41568948328495026
"Sacramento, CA","Salt Lake City, UT",221.17054772377014,532.0,14,0.41573411226272583
"Denver, CO","Salt Lake City, UT",162.6691359579563,391.0,14,0.4160335958003998
"Nashville, TN","Pittsburgh, PA",192.2567304968834,462.0,14,0.4161401093006134
"Dallas/Fort Worth, TX","Des Moines, IA",259.7386178970337,624.0,13,0.41624778509140015
"Charlotte, NC","Orlando, FL",195.28555619716644,468.0,14,0.4172768294811249
"Los Angeles, CA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",155.87597662210464,372.0,14,0.41902144253253937
"Chicago, IL","Tulsa, OK",245.34223929047585,585.0,10,0.41938844323158264
"Birmingham, AL","Tampa, FL (Metropolitan Area)",192.74751940369606,459.0,11,0.41992923617362976
"Chicago, IL","Rochester, NY",221.81576800346375,528.0,10,0.42010562121868134
"Charleston, SC","Philadelphia, PA",231.62518069148064,550.0,14,0.42113669216632843
"Nashville, TN","New Orleans, LA",199.03029692173004,471.0,14,0.4225696325302124
"Houston, TX","Memphis, TN",205.00429898500443,484.0,14,0.42356260120868683
"Atlanta, GA (Metropolitan Area)","St. Louis, MO",205.04938942193985,484.0,14,0.42365576326847076
"Chicago, IL","Memphis, TN",208.65833893418312,491.0,14,0.42496606707572937
"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",195.5036247521639,459.0,14,0.4259338229894638
"Birmingham, AL","Orlando, FL",204.12868084013462,479.0,14,0.4261559098958969
"Buffalo, NY","Charlotte, NC",233.13794070482254,546.0,11,0.4269925653934479
"Chicago, IL","Greenville/Spartanburg, SC",247.13632701337337,577.0,12,0.4283125251531601
"Indianapolis, IN","Washington, DC (Metropolitan Area)",221.53985005617142,516.0,14,0.42934079468250275
"Kansas City, MO","Nashville, TN",211.00066295266151,491.0,14,0.42973658442497253
"Medford, OR","Seattle, WA",151.4444923400879,352.0,2,0.43024003505706787
"Atlanta, GA (Metropolitan Area)","Pittsburgh, PA",226.9836506843567,526.0,14,0.43152785301208496
"Dallas/Fort Worth, TX","Kansas City, MO",199.28703078627586,461.0,14,0.4322929084300995
"Nashville, TN","Raleigh/Durham, NC",191.35144087672234,442.0,14,0.4329218119382858
"Atlanta, GA (Metropolitan Area)","New Orleans, LA",184.65861529111862,425.0,14,0.4344908595085144
"Columbus, OH","Minneapolis/St. Paul, MN",273.0633316934109,626.0,14,0.43620340526103973
"Portland, ME","Washington, DC (Metropolitan Area)",215.09140875935555,493.0,14,0.4362908899784088
"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",178.15991753339767,406.0,14,0.4388175308704376
"New Orleans, LA","San Antonio, TX",216.99725490808487,494.0,11,0.4392656981945038
"Houston, TX","Lubbock, TX",208.7539941072464,475.0,14,0.43948209285736084
"Buffalo, NY","Chicago, IL",208.35795038938522,474.0,14,0.439573734998703
"Houston, TX","Tulsa, OK",199.16176687180996,453.0,14,0.4396506994962692
"Atlanta, GA (Metropolitan Area)","Grand Rapids, MI",282.3263645172119,640.0,14,0.4411349445581436
"Cleveland, OH (Metropolitan Area)","Nashville, TN",197.6996717453003,448.0,14,0.4412939101457596
"Grand Rapids, MI","Washington, DC (Metropolitan Area)",234.54751825332642,528.0,10,0.44421878457069397
"Houston, TX","Pensacola, FL",217.26374727487564,489.0,3,0.44430214166641235
"Atlanta, GA (Metropolitan Area)","Richmond, VA",213.83105508983135,481.0,14,0.44455520808696747
"Las Vegas, NV","Salt Lake City, UT",163.81555199623108,368.0,14,0.4451509565114975
"Bend/Redmond, OR","San Francisco, CA (Metropolitan Area)",213.15585234761238,477.0,8,0.44686761498451233
"Atlanta, GA (Metropolitan Area)","Little Rock, AR",204.1252553164959,453.0,10,0.45060762763023376
"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",166.8916255235672,370.0,14,0.45105844736099243
"Atlanta, GA (Metropolitan Area)","Orlando, FL",182.84616881608963,404.0,14,0.4525895267724991
"Detroit, MI","Minneapolis/St. Paul, MN",239.25223445892334,528.0,14,0.45312923192977905
"Palm Springs, CA","San Francisco, CA (Metropolitan Area)",191.00257717072964,421.0,14,0.4536878317594528
"Salt Lake City, UT","Spokane, WA",247.9883832335472,546.0,7,0.4541911780834198
"Chicago, IL","Nashville, TN",185.91663543879986,409.0,14,0.4545639008283615
"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",298.868612408638,657.0,14,0.4548989534378052
"Charlotte, NC","Tampa, FL (Metropolitan Area)",231.09841015934944,507.0,14,0.4558154046535492
"Charlotte, NC","Fort Myers, FL",273.9465057849884,600.0,11,0.45657750964164734
"Portland, OR","Reno, NV",202.91644316911697,444.0,12,0.45701901614665985
"Huntsville, AL","Washington, DC (Metropolitan Area)",293.2312971651554,641.0,14,0.45745912194252014
"Cincinnati, OH","Washington, DC (Metropolitan Area)",197.14719474315643,430.0,14,0.4584818482398987
"Atlanta, GA (Metropolitan Area)","Fort Myers, FL",236.44893616437912,515.0,14,0.4591241478919983
"Las Vegas, NV","San Diego, CA",118.97398719191551,258.0,14,0.4611394852399826
"Charlotte, NC","Philadelphia, PA",207.12675116956234,449.0,14,0.4613067954778671
"Boston, MA (Metropolitan Area)","Buffalo, NY",182.53620378673077,395.0,14,0.4621169716119766
"Fresno, CA","Las Vegas, NV",120.52086487412453,259.0,14,0.4653315246105194
"Minneapolis/St. Paul, MN","St. Louis, MO",208.67578411102295,448.0,14,0.4657941609621048
"Charleston, SC","Nashville, TN",205.49640868604183,439.0,14,0.4681011587381363
"Atlanta, GA (Metropolitan Area)","Columbus, OH",210.30249291658401,447.0,14,0.47047537565231323
"Cincinnati, OH","Minneapolis/St. Paul, MN",281.26330667734146,596.0,14,0.4719182997941971
"Chicago, IL","Omaha, NE",199.64832392334938,423.0,14,0.47198185324668884
"Myrtle Beach, SC","Washington, DC (Metropolitan Area)",188.32839354872704,399.0,14,0.47200098633766174
"Chicago, IL","Fayetteville, AR",246.56934535503387,522.0,11,0.47235506772994995
"Detroit, MI","Kansas City, MO",297.85155688226223,629.0,14,0.47353188693523407
"Indianapolis, IN","Raleigh/Durham, NC",231.83496978878975,489.0,7,0.47410014271736145
"Detroit, MI","Raleigh/Durham, NC",239.3409562110901,501.0,14,0.47772645950317383
"Buffalo, NY","New York City, NY (Metropolitan Area)",156.2415475845337,326.0,14,0.47926855087280273
"Houston, TX","Oklahoma City, OK",201.10173301398754,419.0,14,0.47995640337467194
"Detroit, MI","Hartford, CT",264.1074692308903,549.0,5,0.48107007145881653
"Harlingen/San Benito, TX","Houston, TX",142.22417131066322,295.0,14,0.48211583495140076
"Dallas/Fort Worth, TX","Memphis, TN",208.19582962989807,431.0,14,0.48305296897888184
"Las Vegas, NV","Reno, NV",167.2324275970459,345.0,14,0.48473167419433594
"Detroit, MI","Nashville, TN",221.2866164445877,456.0,14,0.4852776676416397
"Albuquerque, NM","Denver, CO",169.76543401181698,349.0,14,0.4864339083433151
"Atlanta, GA (Metropolitan Area)","Sarasota/Bradenton, FL",216.08660852909088,444.0,14,0.4866815507411957
"Detroit, MI","Washington, DC (Metropolitan Area)",199.32702231407166,409.0,14,0.4873521327972412
"Charlotte, NC","Detroit, MI",243.67649853229523,500.0,14,0.48735299706459045
"Boston, MA (Metropolitan Area)","Rochester, NY",167.22279784083366,343.0,4,0.48753002285957336
"Las Vegas, NV","Santa Barbara, CA",141.12001651525497,289.0,6,0.4883045554161072
"Nashville, TN","Savannah, GA",204.50710925459862,417.0,1,0.4904247224330902
"Reno, NV","Salt Lake City, UT",207.12797284126282,422.0,1,0.4908245801925659
"Chicago, IL","Knoxville, TN",233.39579179883003,475.0,13,0.49135956168174744
"Detroit, MI","Philadelphia, PA",223.3350215256214,453.0,14,0.49301329255104065
"Charlotte, NC","West Palm Beach/Palm Beach, FL",290.93814477324486,590.0,10,0.49311549961566925
"Houston, TX","Jackson/Vicksburg, MS",177.4340219348669,359.0,2,0.49424518644809723
"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",257.12407690286636,516.0,14,0.49830247461795807
"Nashville, TN","Panama City, FL",199.9606515467167,401.0,8,0.4986549913883209
"Chicago, IL","Pittsburgh, PA",206.30290009081364,413.0,14,0.49952276051044464
"New York City, NY (Metropolitan Area)","Pittsburgh, PA",187.45617382228374,375.0,14,0.49988313019275665
"Atlanta, GA (Metropolitan Area)","Indianapolis, IN",216.99234867095947,432.0,14,0.5022971034049988
"Atlanta, GA (Metropolitan Area)","Jackson/Vicksburg, MS",172.12669560313225,341.0,4,0.5047703683376312
"San Diego, CA","Tucson, AZ",186.96061038970947,368.0,2,0.5080451369285583
"Indianapolis, IN","Philadelphia, PA",298.7331690788269,588.0,14,0.5080496072769165
"Chicago, IL","Kansas City, MO",206.59576535224915,405.0,14,0.510113000869751
"Las Vegas, NV","Tucson, AZ",187.44290485978127,365.0,14,0.5135422050952911
"Knoxville, TN","Washington, DC (Metropolitan Area)",239.50523167848587,464.0,13,0.5161750682725988
"El Paso, TX","Phoenix, AZ",179.40114745497704,347.0,14,0.5170061886310577
"Columbus, OH","Nashville, TN",174.3843576312065,337.0,1,0.5174610018730164
"Charlotte, NC","Memphis, TN",264.5638512670994,511.0,12,0.517737478017807
"Miami, FL (Metropolitan Area)","Tallahassee, FL",209.37808299064636,402.0,13,0.5208410024642944
"Miami, FL (Metropolitan Area)","Savannah, GA",229.5381498336792,440.0,1,0.5216776132583618
"Burlington, VT","Washington, DC (Metropolitan Area)",230.12115186452866,441.0,13,0.5218166708946228
"Detroit, MI","St. Louis, MO",229.99410271644592,440.0,14,0.5227138698101044
"Columbia, SC","Washington, DC (Metropolitan Area)",230.3800996541977,438.0,13,0.5259819626808167
"Fresno, CA","Phoenix, AZ",259.90856343507767,493.0,7,0.5271978974342346
"Houston, TX","Little Rock, AR",208.35565969347954,393.0,2,0.5301670730113983
"Cincinnati, OH","Philadelphia, PA",269.17041063308716,507.0,13,0.5309081077575684
"Charlotte, NC","Washington, DC (Metropolitan Area)",194.64823347330093,361.0,14,0.5391917824745178
"Las Vegas, NV","Phoenix, AZ",149.75321745872498,276.0,14,0.5425841212272644
"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",231.25823360681534,426.0,14,0.5428597033023834
"Chicago, IL","Minneapolis/St. Paul, MN",191.34101459383965,349.0,14,0.548255056142807
"Indianapolis, IN","Minneapolis/St. Paul, MN",276.58894941210747,503.0,14,0.5498786270618439
"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",130.2572478055954,236.0,14,0.5519374907016754
"Charlotte, NC","Cleveland, OH (Metropolitan Area)",239.33245301246643,430.0,14,0.5565871000289917
"Columbus, OH","Washington, DC (Metropolitan Area)",188.99765011668205,337.0,14,0.5608238875865936
"Phoenix, AZ","San Diego, CA",171.3666868209839,304.0,14,0.5637062066479733
"Boise, ID","Portland, OR",194.08364629745483,344.0,14,0.5641966462135315
"Albuquerque, NM","Phoenix, AZ",185.78694891929626,328.0,14,0.566423624753952
"Houston, TX","Midland/Odessa, TX",250.59475421905518,441.0,14,0.568242073059082
"Jacksonville, FL","Miami, FL (Metropolitan Area)",191.1126133799553,335.0,14,0.5704854130744934
"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",182.1329843401909,318.0,14,0.5727452337741852
"Atlanta, GA (Metropolitan Area)","Raleigh/Durham, NC",205.70533215999603,356.0,14,0.5778239667415619
"Amarillo, TX","Dallas/Fort Worth, TX",186.66037878394127,323.0,14,0.5778959095478058
"Chicago, IL","Cleveland, OH (Metropolitan Area)",200.17313873767853,343.0,14,0.5835951566696167
"New York City, NY (Metropolitan Area)","Rochester, NY",167.36559435725212,285.0,14,0.5872476994991302
"Philadelphia, PA","Raleigh/Durham, NC",198.5749394595623,337.0,14,0.5892431437969208
"Fresno, CA","San Diego, CA",190.3153229355812,314.0,14,0.6060997545719147
"Boise, ID","Spokane, WA",174.59087577462196,287.0,14,0.6083305776119232
"Hartford, CT","Washington, DC (Metropolitan Area)",198.12099039554596,325.0,14,0.6096030473709106
"Charlottesville, VA","New York City, NY (Metropolitan Area)",199.14999282360077,324.0,4,0.6146604716777802
"Charlotte, NC","Nashville, TN",202.06968021392822,328.0,14,0.6160660982131958
"Houston, TX","New Orleans, LA",187.92212069034576,305.0,14,0.6161381006240845
"Pittsburgh, PA","Raleigh/Durham, NC",203.40367698669434,328.0,7,0.6201331615447998
"Bangor, ME","New York City, NY (Metropolitan Area)",244.29572278261185,393.0,3,0.6216176152229309
"Dayton, OH","Washington, DC (Metropolitan Area)",253.56050592660904,406.0,12,0.6245332658290863
"Boston, MA (Metropolitan Area)","Philadelphia, PA",181.33285742998123,289.0,14,0.6274493336677551
"Nashville, TN","St. Louis, MO",173.0493860244751,272.0,2,0.6362109780311584
"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",201.33886063098907,314.0,14,0.6412065625190735
"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",240.65270206332207,373.0,14,0.6451815068721771
"Atlanta, GA (Metropolitan Area)","Memphis, TN",214.61319196224213,332.0,14,0.6464252769947052
"Albany, NY","Washington, DC (Metropolitan Area)",210.5315901339054,325.0,14,0.6477895081043243
"New York City, NY (Metropolitan Area)","Richmond, VA",208.97283455729485,321.0,14,0.6510057151317596
"Grand Rapids, MI","Minneapolis/St. Paul, MN",266.74695110321045,408.0,9,0.6537915468215942
"Charlotte, NC","Indianapolis, IN",281.6200667023659,427.0,14,0.6595317721366882
"Buffalo, NY","Washington, DC (Metropolitan Area)",195.29868078231812,296.0,14,0.6597928404808044
"Burlington, VT","New York City, NY (Metropolitan Area)",175.80883276462555,266.0,11,0.6609354615211487
"Dallas/Fort Worth, TX","Lubbock, TX",195.61657291650772,293.0,14,0.6676333546638489
"Dallas/Fort Worth, TX","Midland/Odessa, TX",213.41093337535858,319.0,14,0.6689997911453247
"Dallas/Fort Worth, TX","Little Rock, AR",203.60157346725464,304.0,14,0.6697420179843903
"Rochester, NY","Washington, DC (Metropolitan Area)",198.31571769714355,296.0,14,0.6699855327606201
"Chicago, IL","Des Moines, IA",205.7748452425003,306.0,4,0.6724668145179749
"Portland, OR","Spokane, WA",188.1785455942154,279.0,14,0.6744750738143921
"New York City, NY (Metropolitan Area)","Portland, ME",194.60489308834076,284.0,14,0.6852284967899323
"Chicago, IL","Louisville, KY",196.40152329206467,286.0,14,0.686718612909317
"Atlanta, GA (Metropolitan Area)","Louisville, KY",222.381256878376,321.0,14,0.6927765011787415
"Kansas City, MO","Minneapolis/St. Paul, MN",272.45346942543983,393.0,14,0.693265825510025
"Chicago, IL","Columbus, OH",206.56612849235535,296.0,14,0.6978585422039032
"Syracuse, NY","Washington, DC (Metropolitan Area)",209.96258687973022,298.0,12,0.7045724391937256
"Dallas/Fort Worth, TX","Houston, TX",177.01940551400185,247.0,14,0.7166777551174164
"Columbus, OH","Philadelphia, PA",292.26020258665085,406.0,12,0.7198527157306671
"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",262.3341823518276,363.0,10,0.7226836979389191
"Bend/Redmond, OR","Seattle, WA",165.61391758918762,228.0,9,0.7263768315315247
"Charlotte, NC","Pittsburgh, PA",271.3137554526329,366.0,14,0.7412944138050079
"San Francisco, CA (Metropolitan Area)","Santa Barbara, CA",195.29107731580734,263.0,14,0.7425516247749329
"New York City, NY (Metropolitan Area)","Syracuse, NY",166.9409111738205,222.0,13,0.7519860863685608
"Charlotte, NC","Cincinnati, OH",252.86676302552223,335.0,4,0.754826158285141
"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",194.79796081781387,255.0,14,0.7639135718345642
"Seattle, WA","Spokane, WA",176.01146507263184,224.0,14,0.7857654690742493
"Boise, ID","Salt Lake City, UT",230.149365067482,290.0,3,0.7936185002326965
"Atlanta, GA (Metropolitan Area)","Greensboro/High Point, NC",242.97204333543777,306.0,4,0.7940262854099274
"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)",167.8541701734066,209.0,14,0.8031300008296967
"Chicago, IL","St. Louis, MO",208.89150792360306,258.0,14,0.8096570074558258
"Chicago, IL","Cincinnati, OH",214.0856101512909,264.0,14,0.8109303414821625
"Milwaukee, WI","Minneapolis/St. Paul, MN",242.32181257009506,297.0,7,0.8158983588218689
"Dallas/Fort Worth, TX","San Antonio, TX",202.43839195370674,247.0,14,0.8195886313915253
"Miami, FL (Metropolitan Area)","Orlando, FL",161.53549003601074,192.0,14,0.8413306772708893
"Charlotte, NC","Columbus, OH",292.639820933342,347.0,3,0.8433424234390259
"Atlanta, GA (Metropolitan Area)","Jacksonville, FL",228.02133411169052,270.0,14,0.8445234596729279
"Charlotte, NC","Jacksonville, FL",283.5749592781067,328.0,1,0.8645578026771545
"Miami, FL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",177.838312625885,204.0,14,0.8717564344406128
"Chicago, IL","Detroit, MI",205.90730592608452,235.0,14,0.8762013018131256
"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",205.57424765825272,234.0,14,0.8785224258899689
"Dallas/Fort Worth, TX","Tulsa, OK",215.44706308841705,238.0,14,0.9052397608757019
"Nantucket, MA","New York City, NY (Metropolitan Area)",206.46667897701263,218.0,6,0.9470948576927185
"Martha's Vineyard, MA","New York City, NY (Metropolitan Area)",185.8037338256836,192.0,3,0.967727780342102
