city1,city2,median_pred,median_dist,n,pred_per_mile
"Pittsburgh, PA","Washington, DC (Metropolitan Area)",209.74615573883057,210.0,14,0.9987912178039551
"Atlanta, GA (Metropolitan Area)","Nashville, TN",214.0987650156021,214.0,14,1.0004615187644958
"Philadelphia, PA","Pittsburgh, PA",274.2151174545288,268.0,9,1.0231907367706299
"Reno, NV","San Francisco, CA (Metropolitan Area)",196.89638900756836,192.0,14,1.0255020260810852
"Austin, TX","Dallas/Fort Worth, TX",198.47310721874237,190.0,14,1.0445953011512756
"Atlanta, GA (Metropolitan Area)","Charleston, SC",275.5470726490021,259.0,12,1.0638883113861084
"Houston, TX","San Antonio, TX",207.83738708496094,192.0,12,1.0824863910675049
"Chicago, IL","Indianapolis, IN",213.8119495511055,177.0,2,1.2079771161079407
"Atlanta, GA (Metropolitan Area)","Charlotte, NC",278.19191110134125,226.0,14,1.230937659740448
"Austin, TX","Houston, TX",210.89503526687622,148.0,2,1.4249664545059204
"Portland, OR","Seattle, WA",188.70492482185364,129.0,14,1.4628288745880127
